statement,controversy,truth
The concept of karma is not supported by scientific evidence.,0.0,1.0
There is no inherent value in artistic expression if it does not contribute to society or serve a practical purpose.,0.25,0.2857142857142857
Morality is subjective and varies depending on cultural and societal values.,0.0,0.75
The ends justify the means in certain situations,0.625,0.6
Emotions can cloud judgment and lead to poor decisions.,0.125,1.0
The ends justify the means in certain scenarios.,0.25,0.6
Tough love can be more effective than coddling in certain situations,0.0,1.0
Moral values are subjective and vary greatly between cultures and individuals.,0.0,1.0
There are inherent biological differences between men and women that can impact their abilities and roles in society.,0.875,0.8571428571428571
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions should not be the sole reason for making important decisions.,0.0,1.0
"Traditions and customs should be evaluated based on their actual impact, not simply because they are traditional.",0.0,1.0
Human emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the primary driver for decision making.,0.0,1.0
Government welfare programs should have stricter eligibility requirements.,0.375,1.0
Emotions should not override logical decision making,0.7142857142857143,1.0
Emotions should not be the sole basis for decision making,0.0,1.0
Emotions should not be the sole guiding factor in decision-making,0.0,1.0
Emotions should not be the only factor considered in decision-making,0.0,1.0
It is important to implement market-based solutions to address environmental issues.,0.0,1.0
Death is a natural part of life and should be accepted as such,0.0,1.0
"There is no such thing as fate or destiny, only the consequences of our actions.",0.0,1.0
Emotions should not always guide our decision-making.,0.25,1.0
Some jobs should pay more than others based on their importance and demand in society,0.0,0.7142857142857143
"There is no such thing as fate or destiny, only the consequences of our actions.",0.0,1.0
"There is no such thing as fate or destiny, rather success is largely determined by hard work and perseverance.",0.0,1.0
Emotions should not cloud judgement in important decision-making.,1.0,1.0
Morality is a subjective concept that can differ from person to person and culture to culture.,0.0,1.0
The world is not fair and equal opportunities for everyone is not possible.,0.875,0.875
Emotions should not be the sole basis for decision-making,0.0,1.0
Moral absolutes do not exist and are subjective to cultural and societal norms.,0.0,1.0
Emotional intelligence is overrated and can be learned through practice and discipline.,0.0,0.5714285714285714
Emotions should not be the sole basis for decision-making,0.0,1.0
"There is no such thing as absolute morality, only subjective perspectives.",0.0,0.7142857142857143
Emotional attachment should not be the sole factor in deciding whether to maintain a relationship or not.,0.0,1.0
People are responsible for their own success or failure in life.,0.5,1.0
"In some cases, it may be necessary to sacrifice the well-being of a few for the greater good of society.",,0.6
Emotions should not cloud one's decision-making abilities,0.375,1.0
The government should prioritize economic growth over environmental conservation.,0.25,1.0
The government should have limited involvement in people's lives and choices,0.0,1.0
Emotions do not always have a place in decision-making.,0.0,1.0
"Sometimes, people deserve to be punished.",0.5,1.0
The benefits of nuclear energy outweigh the potential risks.,0.0,1.0
The concept of free will is largely a myth and many of our decisions are influenced by social conditioning and unconscious biases.,0.0,0.625
The idea of karma and fate is a comforting illusion for people who can't accept their own shortcomings.,0.125,0.5714285714285714
Moral absolutes do not exist,0.0,0.875
Personal beliefs and feelings should not influence decision-making in important matters,1.0,1.0
Emotions should not be a primary factor in decision making,0.0,1.0
One's feelings and emotions are not always reliable indicators of truth or reality.,0.0,1.0
"Emotions can cloud rational judgement, often resulting in poor decision making",0.0,1.0
Emotions shouldn't cloud rational decision-making,0.0,1.0
Emotions should not cloud rational decision making,0.7142857142857143,1.0
Emotions should not be the sole basis for decision making,0.0,1.0
Emotions should not cloud rational decision making.,1.0,1.0
The law should be based on evidence and not on emotions or personal beliefs.,0.0,1.0
Feelings and emotions are not always a reliable guide for making decisions.,0.625,1.0
"It is better to be selfish than selfless, as putting oneself first is the most rational approach to life.",0.25,0.0
It is important to weigh the potential risks and benefits before making any decision.,0.5,1.0
Emotions should not dictate decision making.,0.5,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
"Laws and policies should be based on evidence, not personal beliefs or opinions.",0.0,1.0
Charity can sometimes do more harm than good,0.0,0.8333333333333334
Emotions frequently cloud rational decision-making.,0.42857142857142855,1.0
Belief in supernatural entities has no basis in reality,0.0,1.0
It is not necessary to believe in a higher power or deity to live a fulfilling life.,0.0,1.0
Moral values are largely culturally and socially constructed and are not absolute truths.,0.0,1.0
There is no inherent meaning in life; it is up to us to create it.,0.0,1.0
It is important to prioritize individual success over collective well-being.,0.75,0.0
The concept of soulmates is illogical,0.0,1.0
Personal feelings should not be the sole basis for making important decisions.,0.0,1.0
Emotions and personal experiences should not be the only basis for making decisions.,0.0,1.0
Emotions can cloud judgment and lead to irrational decisions.,0.0,1.0
"Not all cultures and traditions are worth preserving, some may even be harmful.",0.875,1.0
"The concept of ""soulmates"" is a romanticized and irrational notion.",0.0,1.0
Emotions should not always be used as a basis for making decisions.,0.0,1.0
There is no objective meaning or purpose to life,0.0,1.0
Emotions should not factor into decision-making.,1.0,1.0
Emotions should not be the only factor when making important decisions,0.0,1.0
Emotions do not necessarily have a place in decision-making,0.0,1.0
Prayer or meditation cannot physically heal a person's illness or injury.,0.0,1.0
Emotions should not be the basis for decision-making.,0.0,1.0
Beliefs are not necessarily true just because they make us feel good.,0.0,1.0
There is no scientific evidence that astrology or horoscopes have any real effect on people's lives.,0.0,1.0
Emotions should not be the basis for decision making,0.0,1.0
People should be held accountable for their own actions and decisions,0.0,1.0
"Morality is subjective and cultural, not absolute and universal.",0.0,1.0
Death is a natural part of life and should not be feared,0.0,1.0
Strict immigration policies are necessary in order to protect a nation's resources and security,0.5,1.0
"In some cases, it's better to prioritize practicality over morality.",1.0,1.0
There is no such thing as supernatural or paranormal phenomena.,0.0,0.5714285714285714
Not everyone is equal in intelligence or ability.,1.0,1.0
